Equipo,Puntos,Peso,Valor_Mercado_Millones_Eur,Tipo_Equipo,Fecha,Resultado_1X2,avg_Goles_esperados_(xG)_total,avg_Posesión_total,avg_Remates_a_puerta_total,avg_Córneres_total,avg_Tarjetas_amarillas_total,avg_Faltas_total,avg_Paradas_total,avg_Pases_Pct_total,avg_Pases_Exitosos_total,avg_Goles_total,avg_Ptos_total,avg_xG_Share_total,avg_Remates_Puerta_Share_total,avg_Corneres_Share_total,avg_Paradas_Share_total,avg_Pases_Exitosos_Share_total,avg_Goles_Share_total,avg_Puntos_Share_total,avg_Valor_Mercado_Millones_Eur_Share_total,avg_Puntos_total,avg_Goles_esperados_(xG)_3,avg_Posesión_3,avg_Remates_a_puerta_3,avg_Córneres_3,avg_Tarjetas_amarillas_3,avg_Faltas_3,avg_Paradas_3,avg_Pases_Pct_3,avg_Pases_Exitosos_3,avg_Goles_3,avg_Ptos_3,avg_xG_Share_3,avg_Remates_Puerta_Share_3,avg_Corneres_Share_3,avg_Paradas_Share_3,avg_Pases_Exitosos_Share_3,avg_Goles_Share_3,avg_Puntos_Share_3,avg_Valor_Mercado_Millones_Eur_Share_3,avg_Puntos_3
Bélgica,1734.71,1.0,21.06,Local,2026-06-15,2,1.8663333333333334,0.608936170212766,5.9787234042553195,7.0212765957446805,1.565217391304348,9.76595744680851,2.3191489361702127,0.8763829787234042,517.5106382978723,2.25531914893617,1.851063829787234,0.5861125866697124,0.6424200330332996,0.673863440133778,0.36508397040311935,0.6419360766378445,0.6132725430597771,0.5532781199482257,0.7488460619200787,1778.793829787234,1.8999999999999997,0.6033333333333334,8.333333333333334,7.666666666666667,1.0,13.0,2.0,0.8766666666666666,503.6666666666667,4.333333333333333,2.3333333333333335,0.6228126408312346,0.665079365079365,0.6333333333333333,0.40277777777777773,0.6202826632593182,0.738095238095238,0.5665752476537521,0.7753554206789306,1733.8100000000002
España,1876.4,1.0,47.03,Local,2026-06-15,2,2.253823529411765,0.6541509433962265,6.169811320754717,6.056603773584905,1.6938775510204083,11.584905660377359,1.849056603773585,0.9030188679245283,651.433962264151,2.2830188679245285,2.2830188679245285,0.6499824438512687,0.6889820701557661,0.6777696098450815,0.34140801546461924,0.6985232177777051,0.7493186582809225,0.5370067495339511,0.7724931659640673,1752.3954716981134,2.1400000000000006,0.6833333333333332,7.666666666666667,7.333333333333333,0.5,9.333333333333334,2.6666666666666665,0.92,681.0,1.6666666666666667,1.6666666666666667,0.8536941815154505,0.7398809523809523,0.8333333333333334,0.29437229437229434,0.7068922911057803,0.6666666666666666,0.5488210245108215,0.8307203985627494,1878.3733333333332
Suecia,1514.77,1.0,15.62,Local,2026-06-15,2,1.9013636363636364,0.5181578947368422,5.2894736842105265,6.2894736842105265,2.0789473684210527,12.5,2.9473684210526314,0.9136842105263158,382.63157894736844,1.631578947368421,1.4210526315789473,0.5466821903562065,0.5398398256370393,0.6056145845039034,0.4641026371289529,0.5303663016237097,0.5039473684210526,0.5257956733232997,0.6945056772636731,1546.7515789473684,1.5566666666666666,0.41999999999999993,3.6666666666666665,3.6666666666666665,1.6666666666666667,10.333333333333334,3.3333333333333335,0.79,314.3333333333333,2.3333333333333335,2.3333333333333335,0.5026255464585782,0.4388888888888889,0.2977855477855478,0.7103174603174605,0.40849242683428794,0.6166666666666667,0.49558815326276084,0.6813724159045832,1490.4166666666667
Costa de Marfil,1532.98,0.6,20.08,Local,2026-06-15,2,1.7914285714285714,0.5848148148148149,5.592592592592593,6.2592592592592595,1.1666666666666667,13.636363636363637,1.8,0.9025,493.25,2.185185185185185,2.3703703703703702,0.5556847381670247,0.6621933621933622,0.6442066164288386,0.4146384479717813,0.5572205918242046,0.782716049382716,0.5492855234071177,0.9142056801367567,1464.877037037037,2.1333333333333333,0.5733333333333333,5.0,5.666666666666667,0.0,10.333333333333334,1.3333333333333333,0.9,493.3333333333333,2.3333333333333335,2.0,0.6788631921737723,0.5761904761904763,0.511111111111111,0.2777777777777778,0.5892494231404979,0.7999999999999999,0.4950339173744158,0.7870816459676903,1511.5166666666664
Túnez,1483.05,0.6,2.69,Visitante,2026-06-15,2,0.9800000000000001,0.549375,4.28125,5.375,1.78125,15.208333333333334,1.8620689655172413,0.8335714285714285,413.2142857142857,1.46875,2.03125,0.5045036480366922,0.6261093073593074,0.574607683982684,0.4296502976190476,0.5317664517806472,0.6927083333333334,0.5460014387228347,0.6982722036181997,1492.954375,0.7000000000000001,0.5433333333333333,3.0,5.0,3.3333333333333335,21.5,3.0,0.845,417.5,0.6666666666666666,1.6666666666666667,0.41300456344704123,0.5499999999999999,0.37777777777777777,0.4523809523809524,0.5708001335004894,0.6666666666666666,0.5090721374011488,0.39997640818908203,1485.07
Uruguay,1673.07,0.95,13.82,Visitante,2026-06-16,2,1.2023076923076923,0.5073333333333333,4.233333333333333,4.733333333333333,1.6896551724137931,12.733333333333333,2.8,0.7376666666666666,307.56666666666666,1.1333333333333333,1.5333333333333334,0.5158988442389209,0.5353683816183816,0.5415371665371665,0.48056536056536053,0.49910332413138747,0.5472222222222223,0.5179393066766086,0.644732121911872,1648.3280000000002,0.8266666666666665,0.5166666666666667,1.6666666666666667,3.0,2.0,14.0,2.3333333333333335,0.8666666666666667,391.0,0.3333333333333333,1.0,0.4041744049359668,0.5555555555555556,0.2727272727272727,0.5333333333333333,0.5243246766485389,0.5,0.5103525547970028,0.5434699347050537,1672.0
Nueva Zelanda,1281.57,0.7,1.32,Visitante,2026-06-16,2,,0.67,4.0,6.0,1.0,14.0,2.0,0.83,488.0,0.0,0.0,0.5,0.5714285714285714,0.8571428571428572,0.33333333333333337,0.7011494252873562,0.0,0.4451822705192754,0.49624060150375937,1206.07,,0.67,4.0,6.0,1.0,14.0,2.0,0.83,488.0,0.0,0.0,0.5,0.5714285714285714,0.8571428571428572,0.33333333333333337,0.7011494252873562,0.0,0.4451822705192754,0.49624060150375937,1206.07
Senegal,1688.99,0.6,18.39,Visitante,2026-06-16,2,1.86375,0.5855555555555556,6.277777777777778,6.138888888888889,1.5454545454545454,13.851851851851851,1.9393939393939394,0.8494444444444444,433.0,1.8611111111111112,2.3333333333333335,0.5477763221297379,0.6972730972730973,0.6427183927183927,0.328913139329806,0.559277509944423,0.7657407407407407,0.559626912446216,0.8650378279348451,1618.9491666666665,1.7999999999999998,0.5733333333333334,7.333333333333333,7.0,2.3333333333333335,17.0,3.0,0.8600000000000001,488.0,1.6666666666666667,2.0,0.5851256072994432,0.6928904428904429,0.5094535094535094,0.41111111111111115,0.5436382667333594,0.75,0.5414726252944494,0.7648484833503115,1687.243333333333
Francia,1877.32,1.0,58.58,Local,2026-06-16,2,2.059375,0.5720754716981132,6.037735849056604,6.132075471698113,1.52,10.20754716981132,2.0943396226415096,0.8913207547169811,540.566037735849,2.1132075471698113,2.0943396226415096,0.6169747337138428,0.6729408370640335,0.631319571413911,0.34094427584993625,0.5952882663487513,0.6973794549266247,0.5459098988206683,0.8261901598896353,1816.5916981132075,1.7633333333333334,0.61,4.0,5.0,2.0,12.666666666666666,2.3333333333333335,0.8733333333333334,461.6666666666667,2.6666666666666665,3.0,0.6205180129679921,0.5761904761904763,0.5105820105820106,0.47222222222222227,0.6326326162215007,0.7222222222222223,0.5528611867978557,0.8140574597890988,1867.57
Irán,1615.3,0.7,1.23,Local,2026-06-16,2,2.002,0.5518421052631579,5.578947368421052,4.7105263157894735,1.8888888888888888,11.75,2.054054054054054,0.7962068965517242,368.86206896551727,2.1052631578947367,2.289473684210526,0.5507099352038104,0.6406779623884887,0.5964852399062925,0.4003787878787879,0.5442343500775909,0.7399122807017544,0.543709767762014,0.5778670344195371,1570.151052631579,2.32,0.5766666666666667,6.0,2.6666666666666665,2.3333333333333335,13.5,1.5,0.8599999999999999,420.0,2.6666666666666665,2.0,0.59435877379223,0.7222222222222223,0.4166666666666667,0.35555555555555557,0.5761702670187674,0.6666666666666666,0.5469092524071103,0.6446164740179953,1630.6000000000001
Arabia Saudí,1421.43,0.7,1.56,Local,2026-06-16,2,1.371,0.5873333333333334,3.977777777777778,4.355555555555555,1.8571428571428572,10.022222222222222,2.3555555555555556,0.755,388.54545454545456,1.3111111111111111,1.7777777777777777,0.5218350660768711,0.5513235529902196,0.5019785153118487,0.473694885361552,0.5863758465414791,0.6174074074074074,0.5145003309577959,0.5677454571227116,1410.0857777777778,0.84,0.5466666666666667,1.6666666666666667,1.6666666666666667,2.6666666666666665,11.0,4.333333333333333,0.8366666666666668,406.3333333333333,0.3333333333333333,0.3333333333333333,0.4514762159318468,0.29696969696969705,0.29696969696969694,0.7333333333333334,0.5520070499260893,0.2777777777777778,0.48844476051996977,0.36083407506914983,1426.5366666666666
Noruega,1550.94,1.0,22.69,Visitante,2026-06-17,2,2.1245833333333333,0.544,5.475,5.55,1.394736842105263,9.95,1.95,0.85,448.15,2.225,1.925,0.6114532423517545,0.612957597957598,0.6385827367077368,0.39562375124875127,0.555816870187044,0.6333333333333333,0.518915031479987,0.7684026802569518,1477.0575000000001,0.9766666666666661,0.46333333333333343,2.6666666666666665,2.6666666666666665,1.5,7.333333333333333,2.3333333333333335,0.8466666666666667,369.3333333333333,1.6666666666666667,1.3333333333333333,0.4147933023107823,0.44708994708994715,0.3722222222222222,0.6666666666666666,0.4566837206328473,0.5444444444444444,0.4750041619921639,0.5663389984535824,1546.14
Portugal,1763.83,1.0,38.67,Local,2026-06-17,2,2.503636363636364,0.6066666666666666,6.351851851851852,6.796296296296297,1.8653846153846154,10.462962962962964,2.0925925925925926,0.8837037037037037,546.6296296296297,2.3703703703703702,2.185185185185185,0.6356050400660096,0.682768245431644,0.6620307435623913,0.362622254288921,0.6403239281792961,0.6896384479717812,0.5421934884205555,0.8164532983058682,1716.049074074074,2.606666666666667,0.6833333333333332,7.333333333333333,6.333333333333333,0.6666666666666666,7.333333333333333,1.6666666666666667,0.8966666666666666,567.6666666666666,3.6666666666666665,2.3333333333333335,0.7101458452637917,0.7246732026143792,0.8916666666666666,0.3253968253968254,0.705418438422301,0.8000000000000002,0.539940439888639,0.8412553733109721,1766.2533333333333
RD Congo,1478.35,0.6,5.53,Visitante,2026-06-17,2,1.6159999999999997,0.502,3.36,4.96,1.2608695652173914,15.136363636363637,2.142857142857143,0.8009090909090909,331.72727272727275,1.24,1.92,0.5213803145182455,0.5834627594627595,0.5703675213675213,0.5076666666666667,0.47875276797077826,0.7093333333333334,0.5254312231196168,0.7066990094244742,1410.32,1.88,0.48333333333333334,3.6666666666666665,4.666666666666667,1.0,18.666666666666668,2.3333333333333335,0.84,403.0,1.0,1.6666666666666667,0.6536788881616468,0.6190476190476191,0.6722222222222222,0.4325396825396825,0.4823036385605562,0.6666666666666666,0.5256732155196654,0.758105445097458,1451.0733333333335
Argelia,1564.26,0.6,9.88,Visitante,2026-06-17,2,1.23,0.5570967741935484,6.193548387096774,5.806451612903226,1.793103448275862,15.523809523809524,2.5,0.8450000000000001,408.5,2.5806451612903225,2.3225806451612905,0.5157078917968565,0.6231697066374485,0.5716419333354817,0.46933971046874273,0.5243224896363292,0.7427035330261137,0.5530812953037515,0.8640992386852607,1498.7009677419355,0.29000000000000004,0.48333333333333334,3.0,5.0,4.5,17.5,2.0,0.7949999999999999,258.0,2.3333333333333335,1.3333333333333333,0.28397819945097885,0.25,0.4848484848484848,0.8333333333333334,0.4349208099070297,0.5,0.5137237481850268,0.6509743935622703,1546.0633333333335
Inglaterra,1825.97,1.0,52.24,Local,2026-06-17,2,1.8922580645161289,0.6440384615384616,5.788461538461538,5.615384615384615,1.3877551020408163,9.192307692307692,1.3846153846153846,0.8969230769230769,581.9807692307693,2.3846153846153846,2.0961538461538463,0.6431645752895048,0.7386974136974137,0.7242607819530897,0.2769459706959707,0.6755212165851391,0.7259615384615384,0.5563873716907305,0.8657748141625276,1765.76,1.5366666666666668,0.6466666666666666,5.333333333333333,7.666666666666667,1.0,8.0,1.3333333333333333,0.9033333333333333,568.0,1.0,1.3333333333333333,0.6630960754903216,0.7333333333333334,0.8055555555555555,0.2083333333333333,0.6687248368393593,0.49999999999999994,0.5383312928227174,0.8543524916138319,1830.8466666666664
Austria,1593.45,1.0,9.43,Local,2026-06-17,2,1.9839999999999998,0.578936170212766,5.574468085106383,4.638297872340425,1.7333333333333334,12.23404255319149,1.9148936170212767,0.8425531914893617,438.72340425531917,1.9787234042553192,1.7446808510638299,0.6015851788562813,0.6076722661985491,0.5441523015991101,0.3597433299560959,0.6090289290366384,0.5862208713272543,0.5283806755801915,0.6140518227427831,1549.0548936170212,1.38,0.6166666666666667,3.6666666666666665,4.333333333333333,1.0,12.0,0.6666666666666666,0.8566666666666666,455.6666666666667,2.3333333333333335,2.3333333333333335,0.6102902415820584,0.6527777777777777,0.5638888888888888,0.3333333333333334,0.6436657661142337,0.7777777777777777,0.5265545103318323,0.5918582207219556,1586.0
Argentina,1874.81,0.95,31.06,Local,2026-06-17,2,1.5784615384615384,0.6003030303030302,5.696969696969697,4.7272727272727275,1.6875,12.393939393939394,2.3636363636363638,0.8260606060606062,498.8181818181818,1.696969696969697,2.212121212121212,0.5627858518943974,0.6402472107017562,0.5940596440596441,0.4135637931092477,0.6218298097213336,0.76010101010101,0.5365895889230462,0.7945172868456402,1774.180303030303,0.9033333333333333,0.6566666666666666,3.0,6.0,1.3333333333333333,11.333333333333334,2.3333333333333335,0.9166666666666666,654.6666666666666,2.3333333333333335,2.0,0.4925871144162775,0.4444444444444445,0.6888888888888888,0.7000000000000001,0.6753307223908682,0.5555555555555555,0.5864373117278142,0.8785606578693095,1877.3400000000001
Irak,1447.14,0.7,0.815,Local,2026-06-17,2,1.1264285714285713,0.5039473684210526,3.3421052631578947,4.657894736842105,1.4736842105263157,12.142857142857142,2.4594594594594597,0.7573333333333333,278.23333333333335,1.3157894736842106,1.7894736842105263,0.48013027254452,0.5201738320159373,0.5632564803617435,0.5279420141262247,0.4781835526634905,0.6201754385964913,0.5204551162533946,0.551176907406103,1390.2436842105265,1.0950000000000002,0.49333333333333335,2.6666666666666665,3.0,1.3333333333333333,14.0,4.0,0.7750000000000001,223.0,1.6666666666666667,3.0,0.5442751891676623,0.388888888888889,0.42751322751322746,0.7777777777777778,0.4323890395318966,0.7777777777777778,0.5442592321817546,0.602584315813444,1437.5900000000001
Croacia,1717.07,1.0,14.9,Visitante,2026-06-17,2,1.996,0.5811111111111111,5.814814814814815,5.518518518518518,1.6603773584905661,10.833333333333334,2.6666666666666665,0.8764814814814814,518.1296296296297,1.7222222222222223,1.8888888888888888,0.5631733702143419,0.6111702884987198,0.572308555641889,0.4068094970872749,0.6120611215330508,0.6424382716049384,0.5363492803707621,0.628929725693262,1677.981111111111,1.6266666666666667,0.5333333333333333,4.333333333333333,3.0,2.3333333333333335,15.666666666666666,3.6666666666666665,0.8966666666666666,442.0,2.0,2.0,0.4700829349811184,0.41944444444444445,0.425,0.6317460317460318,0.5440854056662362,0.5055555555555555,0.5215136486625829,0.5711339993812915,1714.6366666666665
Jordania,1391.45,0.7,0.781,Visitante,2026-06-17,2,1.1741666666666666,0.45,4.321428571428571,5.928571428571429,1.7857142857142858,11.68,2.4615384615384617,0.7224999999999999,265.35,1.7857142857142858,1.7142857142857142,0.5068134849431853,0.5516867061509919,0.5965368460904176,0.47144274376417233,0.4396440899706347,0.5898809523809524,0.5091389775763157,0.5293610168153452,1327.9796428571428,0.61,0.43333333333333335,2.3333333333333335,6.666666666666667,2.0,13.0,3.0,0.78,228.0,1.3333333333333333,0.6666666666666666,0.5165165165165165,0.3333333333333333,0.6497354497354498,0.6666666666666666,0.4623655913978495,0.3333333333333333,0.4833512040912185,0.31737050666111033,1389.0033333333333
Uzbekistán,1465.34,0.7,3.27,Local,2026-06-18,2,1.4322222222222223,0.532962962962963,5.555555555555555,6.037037037037037,1.7826086956521738,12.384615384615385,2.0,0.74125,371.1875,1.8148148148148149,2.185185185185185,0.5464487943181863,0.6568606109455783,0.6696645946645946,0.3434156378600823,0.5070979944928344,0.7469135802469137,0.5221670003891755,0.8573973971344486,1364.0981481481483,1.2433333333333332,0.4633333333333334,4.0,4.666666666666667,1.5,11.666666666666666,4.0,0.8033333333333333,318.0,1.6666666666666667,1.6666666666666667,0.5058483783674623,0.4444444444444445,0.6372294372294373,0.5833333333333334,0.4469990136592504,0.6666666666666666,0.4906263893911542,0.7555951692702189,1432.9899999999998
Ghana,1346.31,0.6,9.01,Local,2026-06-18,2,0.3766666666666667,0.5026666666666667,3.533333333333333,4.533333333333333,1.7,13.090909090909092,2.5714285714285716,0.8175,313.5,1.3666666666666667,1.5333333333333334,0.4636325382588089,0.493502886002886,0.5562583331700979,0.5845995670995671,0.4874122074117153,0.5440476190476191,0.5183742930455251,0.7832235669887531,1373.0536666666667,0.3766666666666667,0.37000000000000005,1.6666666666666667,3.3333333333333335,2.0,8.333333333333334,4.0,0.8333333333333334,281.6666666666667,0.6666666666666666,0.0,0.13632538258808938,0.18019480519480527,0.3108974358974359,0.888888888888889,0.3547990075138636,0.16666666666666674,0.4480494034966642,0.41222141754700564,1349.4966666666667
Panamá,1540.64,0.75,1.33,Visitante,2026-06-18,2,1.4257894736842105,0.5486111111111112,4.305555555555555,4.805555555555555,1.6470588235294117,13.916666666666666,2.2222222222222223,0.8225714285714285,369.14285714285717,1.5,1.75,0.49424577596778047,0.5496265308765308,0.5273042543875878,0.4611000881834215,0.55867178583211,0.5698412698412699,0.5053954667046039,0.4823739228296493,1441.4591666666665,0.43,0.36333333333333334,2.6666666666666665,1.0,2.3333333333333335,13.0,2.6666666666666665,0.7933333333333333,245.33333333333334,1.0,1.3333333333333333,0.30951269604182224,0.41666666666666674,0.25555555555555554,0.6277777777777779,0.33890808335571004,0.3888888888888889,0.5049031283099416,0.3262616682473918,1539.47
Colombia,1693.09,0.95,11.63,Visitante,2026-06-18,2,1.4746153846153847,0.5318518518518518,4.62962962962963,5.074074074074074,1.9259259259259258,14.185185185185185,2.6666666666666665,0.7825925925925925,346.22222222222223,1.4444444444444444,1.5185185185185186,0.5553137323148319,0.5704732328915335,0.5173750239109717,0.46221905666350116,0.5437074019286383,0.5740740740740741,0.5099713773859984,0.5842438843742633,1638.0281481481481,1.7999999999999998,0.5566666666666666,6.333333333333333,5.666666666666667,0.3333333333333333,12.0,2.6666666666666665,0.86,430.0,2.6666666666666665,1.0,0.5813319132660327,0.551470588235294,0.5476190476190476,0.38611111111111107,0.5582719884923036,0.4166666666666667,0.5020565084425024,0.46759377012631104,1694.0199999999998
